claim_idx,claim,concat_hate,claim_hate,claim_cw_llm_loop,claim_cw_gold,claim_needed_judge_llm_loop,claim_needed_judge_gold,claim_agreement_count_gold,claim_agreement_count_llm_loop
275_premise1,"Without the media and schools feeding them lies, people will have nothing to go on except for real world encounters and cold truth.",0,,CFS,CFS,1.0,0.0,2.0,1.0
276_premise1,So I will wait maybe untill next spring when I go to LODZ,0,,NFS,NFS,0.0,0.0,3.0,2.0
277_premise1,I would get some of my friends and we would go on that bus to ``make a statement``,0,,UFS,NFS,1.0,0.0,2.0,1.0
278_premise1,maybe some of them was `` tourists '' and `` students '',0,,UFS,UFS,1.0,0.0,2.0,1.0
279_premise1,im a guy frome ny,0,,UFS,UFS,1.0,0.0,2.0,1.0
281_premise1,They could literally spread dog poop on a bun and charge $ 10 a sandwich ,0,,NFS,CFS,1.0,0.0,2.0,1.0
282_premise1,I went to school with her younger sister,0,,UFS,UFS,1.0,0.0,3.0,1.0
283_premise1,None of the CS degrees were awarded to blacks.,0,,CFS,UFS,1.0,0.0,2.0,1.0
284_premise1,I was walkiing around cork with a few friends and they tried handing out leaflets ¬ _ ¬,0,,UFS,UFS,1.0,0.0,3.0,1.0
285_premise1,"Taara, the God of thunder and lighting, was sent to address the issue.",0,,NFS,CFS,1.0,0.0,3.0,1.0
286_premise1,makes the girls think that dressing and acting like the `` Ho 's '' in rap videos is cool,0,,CFS,NFS,1.0,1.0,1.0,1.0
287_premise1,Everybody can ask for a N-Card (refugee permission).,0,,CFS,CFS,0.0,0.0,3.0,2.0
288_premise1,nothing in our schools is for the betterment of our white children,0,,CFS,CFS,1.0,0.0,3.0,1.0
289_premise1,I am not sure what to make of all the theories that UKIP is a distraction party.,0,,NFS,NFS,0.0,0.0,3.0,2.0
290_premise1, in 1892 `` Kod Saborne crkve '' ( At the Cathedral Church ) ,0,,CFS,CFS,1.0,0.0,3.0,1.0
291_premise1,it is considered racist and might offend colored kids.,0,,CFS,CFS,1.0,0.0,3.0,1.0
292_premise1,It's not your office being burned to the ground.,0,,NFS,NFS,0.0,0.0,2.0,2.0
293_premise1,It started to rain and there was a lightning bolt.,0,,UFS,UFS,0.0,0.0,3.0,2.0
294_premise1,They have no real interest in being active.,0,,NFS,NFS,1.0,0.0,2.0,1.0
295_premise1,Absolute Vodka is a huge advocate for the LGBT community.,0,,CFS,CFS,0.0,0.0,3.0,2.0
296_premise1,"I have round face , brown hair , green eyes , stocky build",0,,UFS,UFS,1.0,0.0,3.0,1.0
297_premise1,rish + skinheads knowbody trusted him from day one,0,,UFS,UFS,1.0,0.0,2.0,1.0
298_premise1,"They only consume water and some old bread as their ""zakus"".",0,,CFS,CFS,1.0,0.0,2.0,1.0
299_premise1,You 've made me wish I had n't been such a TV-phobe these last few years,0,,UFS,NFS,1.0,0.0,2.0,1.0
300_premise1,"These techniques include the threat of the death penalty, sleep deprivation, and intimidation.",0,,CFS,CFS,0.0,0.0,2.0,2.0
301_premise1,"instead, they call  her `` tatar '' or `` mongol '' which is not .",0,,CFS,UFS,1.0,1.0,1.0,1.0
302_premise1,he does n't like at all to play with brown-skinned boys or girls,0,,NFS,UFS,0.0,0.0,2.0,2.0
303_premise1,that means there will be a new framed case in February,0,,UFS,UFS,1.0,0.0,2.0,1.0
304_premise1,find out they 're unemployable in today 's bleak job market,0,,CFS,CFS,1.0,0.0,3.0,1.0
305_premise1,They are what their parents tell them they are.,0,,NFS,NFS,1.0,0.0,2.0,1.0
307_premise1,we 're looking for people to join or groups to join with,0,,UFS,UFS,1.0,0.0,2.0,1.0
308_premise1," I dipped it in ""Butch's Bore Shine"".",0,,UFS,UFS,1.0,0.0,2.0,1.0
309_premise1,I've been checking it out.,0,,UFS,UFS,1.0,0.0,2.0,1.0
310_premise1,"`` Where there is devotional music , God is always at hand with His gracious presence . '' - Johann Sebastian Bach",0,,NFS,NFS,0.0,0.0,2.0,2.0
311_premise1,it was probably a group of about five 15 year olds,0,,UFS,UFS,0.0,0.0,3.0,2.0
312_premise1,"we 're also cooking a small turkey , mashed potatoes , carrots , pumpkin pie and butternut squash cut in half and baked with butter and brown sugar .",0,,UFS,UFS,1.0,0.0,2.0,1.0
313_premise1,i happily carry on walking and laugh them off ,0,,UFS,UFS,1.0,0.0,2.0,1.0
314_premise1,He will be one next week.,0,,UFS,UFS,0.0,0.0,3.0,2.0
315_premise1,"they were never even informed of the situation nor were the authorities called, despite the school policy requiring it in such situations.",0,,CFS,UFS,1.0,0.0,2.0,1.0
316_premise1,The restricted types of body armor are level III and IV rifle plates on civilian,0,,CFS,CFS,0.0,0.0,3.0,2.0
317_premise1,She just turned 2 years old yesterday.,0,,UFS,UFS,1.0,0.0,3.0,1.0
318_premise1,very interesting topics things you just dont see in mainstream anymore,0,,NFS,UFS,1.0,0.0,2.0,1.0
319_premise1, I am curious if anyone knows about places I might be able to stay for cheap or free or if anyone has a contact .,0,,NFS,NFS,0.0,0.0,3.0,2.0
320_premise1,theres a good video on YouTube done by Thule productions entitled the meaning of the swastika our holy aryan symbol,0,,CFS,CFS,1.0,0.0,2.0,1.0
322_premise1,"In the analogy, darkies kept pouring through the door and acting like they owned the place",0,,NFS,NFS,0.0,0.0,2.0,2.0
323_premise1,They eat off dirty plates.,0,,UFS,UFS,0.0,1.0,1.0,2.0
324_premise1,The cleaning process takes place at the end of the day.,0,,UFS,UFS,1.0,0.0,3.0,1.0
325_premise1,some went outside the law just to make a living,0,,CFS,CFS,1.0,0.0,3.0,1.0
326_premise1,I refrain from calling myself a racist because I do n't hate other races,0,,UFS,NFS,1.0,0.0,2.0,1.0
327_premise1, I found a s * * t load of cans in his shed,0,,UFS,UFS,1.0,0.0,3.0,1.0
328_premise1,i was in the marine corps for years,0,,UFS,UFS,1.0,0.0,3.0,1.0
329_premise1,Please check out this web site and see my pic and read all about me,0,,NFS,NFS,0.0,0.0,3.0,2.0
330_premise1,The Spanish variety of bluebells have flowers that stick out horizontally.,0,,CFS,CFS,0.0,0.0,3.0,2.0
331_premise1,The attacks occurred between July 17 and September 20 of this year.,0,,CFS,CFS,0.0,0.0,3.0,2.0
332_premise1,I heard that there arent any skins out there any more,0,,UFS,UFS,1.0,0.0,3.0,1.0
333_premise1,It shouldn t be used and should go down in history where it belongs .,0,,NFS,NFS,0.0,0.0,3.0,2.0
334_premise1,My mother's mother is English Irish Scottish.,0,,UFS,UFS,1.0,0.0,3.0,1.0
335_premise1,Would a `` Mars bar '' taste different made in SA compared to one in England ?,0,,CFS,CFS,1.0,0.0,3.0,1.0
336_premise1,Your degenerate friend is not fit to care for the baby.,0,,NFS,UFS,0.0,0.0,2.0,2.0
337_premise1,The jews have two choices for past historical figures Make them to be black or make them out to be crazy genocide White maniacs,0,,CFS,CFS,1.0,0.0,2.0,1.0
338_premise1,I 've long had right wing views about immigration,0,,UFS,UFS,1.0,0.0,3.0,1.0
339_premise1,someone that will like me for me and not walk all over me.,0,,NFS,NFS,0.0,0.0,3.0,2.0
340_premise1,Police arrested 16-year-old and 17-year-old suspects,0,,CFS,CFS,1.0,0.0,2.0,1.0
342_premise1,The land is still cheap.,0,,CFS,CFS,1.0,0.0,2.0,1.0
343_premise1,They are located just north of the bright Orion Nebula complex.,0,,CFS,CFS,0.0,0.0,3.0,2.0
344_premise1,she was the same age,0,,UFS,UFS,1.0,0.0,3.0,1.0
345_premise1,The police reported that the mother and son were stabbed and cut to death. ,0,,CFS,CFS,0.0,0.0,2.0,2.0
346_premise1,They did n't show what was on the laptop .,0,,UFS,UFS,1.0,0.0,2.0,1.0
347_premise1,Loris was severely beaten last week,0,,CFS,CFS,1.0,0.0,2.0,1.0
348_premise1,The western half of Canada could do as a homeland for the start ,0,,NFS,CFS,1.0,0.0,2.0,1.0
349_premise1,stand tall and be proud to be a ARYAN WOMAN,0,,NFS,NFS,0.0,0.0,3.0,2.0
350_premise1,The world is saying that economies are interdependent.,0,,CFS,CFS,0.0,0.0,3.0,2.0
352_premise1,She is WAY bigger now.,0,,UFS,UFS,1.0,0.0,3.0,1.0
354_premise1,compared to a Rottweiller which is 500 lbs per square inch,0,,CFS,CFS,0.0,0.0,3.0,2.0
356_premise1,"with each step of ' the big eating small , ' as you go up the chain , any mercury becomes more concentrated",0,,CFS,CFS,1.0,0.0,3.0,1.0
357_premise1,"out of the 7 years I was in Arizona, I spent 6 in super max",0,,UFS,UFS,1.0,0.0,3.0,1.0
358_premise1,I tried very diet program on the market 4hr at gym very 3days,0,,UFS,UFS,1.0,0.0,3.0,1.0
359_premise1,The authorities already knew what they would find.,0,,CFS,NFS,1.0,0.0,2.0,1.0
360_premise1,they hadnt found who did it,0,,CFS,CFS,1.0,0.0,2.0,1.0
361_premise1,though I think most stupid kids have stupid parents,0,,CFS,CFS,1.0,0.0,3.0,1.0
362_premise1,"I learned about gingerbread, dancing around the tree, and the various customs of Jul.",0,,UFS,UFS,1.0,0.0,2.0,1.0
363_premise1, i said i have no one to make them with.,0,,UFS,UFS,1.0,0.0,2.0,1.0
364_premise1,People have been consistently coming to our weekly meets.,0,,UFS,UFS,1.0,0.0,3.0,1.0
365_premise1,"if you have no allies and you 're bombarded with the mass point of view , you will succumb more and more .",0,,NFS,NFS,0.0,0.0,3.0,2.0
366_premise1,The incident occurred at an apartment on Smallwood Road in Northeast Richland County.,0,,CFS,CFS,0.0,0.0,3.0,2.0
367_premise1,Im 26.,0,,UFS,UFS,1.0,0.0,3.0,1.0
368_premise1,I went to super max for violence within that maximum unit.,0,,UFS,UFS,1.0,0.0,3.0,1.0
369_premise1,you have high speed internet which you 'd need to d/l it ,0,,UFS,UFS,0.0,0.0,2.0,2.0
370_premise1, A guy came up to me too fast and too close.,0,,UFS,UFS,1.0,0.0,3.0,1.0
371_premise1,its still sitting at 51 $,0,,UFS,UFS,1.0,0.0,3.0,1.0
372_premise1,it probably would n't matter if a nonwhite bought your house before you joined a PLE .,0,,NFS,NFS,0.0,0.0,3.0,2.0
373_premise1,A family who 's great great so on on and so forth engaged in one incident of miscegenation .,0,,NFS,CFS,1.0,0.0,2.0,1.0
374_premise1,the area we are moving to is very very white,0,,UFS,UFS,0.0,0.0,2.0,2.0
375_premise1,Bach used a robust contrapuntal technique.,0,,CFS,CFS,0.0,0.0,3.0,2.0
376_premise1,I usually go to the High Caliber gun show when they are in Conroe.,0,,UFS,UFS,1.0,0.0,3.0,1.0
377_premise1,The purpose of combining these images was to measure the satellite's orbit and calculate a mass for Eris,0,,CFS,CFS,0.0,0.0,3.0,2.0
378_premise1,"Two widows, Vernita Curtis, 81, and Gladys Ott, 90, were beaten and strangled to death during burglaries.",0,,CFS,CFS,0.0,0.0,2.0,2.0
380_premise1,The Jews have already pressured some Christian churches to say that the Jews did not murder Jesus.,0,,CFS,CFS,0.0,0.0,3.0,2.0
382_premise1,The suspect has been charged in the abduction and murder of another college student.,0,,CFS,CFS,0.0,0.0,2.0,2.0
383_premise1,Having your own garden or growing your own food provides a source of safe food.,0,,CFS,CFS,0.0,0.0,3.0,2.0
384_premise1,"Daniel Ledven, a 37-year-old jew from Cresskill, N.J., was also arrested.",0,,CFS,CFS,1.0,0.0,2.0,1.0
385_premise1,The Chechen is wanted for warcrimes.,0,,CFS,CFS,0.0,0.0,3.0,2.0
386_premise1,if you say nothing then everybody will without question go along with the anti white brainwashing .,0,,NFS,NFS,0.0,0.0,3.0,2.0
387_premise1,we would like to encourage anyone else interested in meeting and networking with us.,0,,NFS,NFS,0.0,0.0,2.0,2.0
388_premise1,A dead fetus could have probably killed the mother.,0,,CFS,CFS,1.0,1.0,1.0,1.0
389_premise1,"I politely suggest that this forum would be more properly renamed Brentworld , Potato land , the Orange playpen , trollsville , Paisleyland , Londonstormfront , `` Ulster Scot '' Pixie-land , Smilie City ..",0,,UFS,NFS,1.0,0.0,2.0,1.0
390_premise1,they charged him with racist eating.,0,,CFS,UFS,1.0,0.0,2.0,1.0
391_premise1,they told her father and his friends to search the house for her,0,,CFS,UFS,1.0,0.0,2.0,1.0
392_premise1,Denmark and Norway in this year probably will have record high TFR level since early 1970 's .,0,,CFS,CFS,0.0,0.0,3.0,2.0
393_premise1,just bite your tongue and think of all those beutiful aryan women who think the way we do,0,,NFS,NFS,0.0,0.0,3.0,2.0
395_premise1,they have kids go to a class and learn via a feed from the teacher who could be hundreds or thousands of miles away .,0,,CFS,UFS,1.0,0.0,2.0,1.0
396_premise1,Few weeks back i was wondering whether i should let him go to a Public school or do home schooling,0,,UFS,NFS,1.0,0.0,2.0,1.0
397_premise1,"I got a surprise when I knocked on their door and the guy who answered got a full bucket of water in the face , followed by the bucket itself !",0,,UFS,UFS,1.0,0.0,2.0,1.0
398_premise1,my x girl was suposed to go and we broke up at x mass,0,,UFS,UFS,1.0,0.0,2.0,1.0
399_premise1,The police force is seen as a symbol of British rule.,0,,CFS,CFS,0.0,0.0,2.0,2.0
400_premise1,If you could try and contact people you know in different cities and see if their willing to do the same .,0,,NFS,NFS,0.0,0.0,3.0,2.0
401_premise1,Dusty would get up onstage with us.,0,,UFS,UFS,1.0,0.0,2.0,1.0
402_premise1,those are the * * * * * * s on TV and stuff,0,,NFS,NFS,0.0,0.0,3.0,2.0
403_premise1,"if i do, some members of my family will blank me",0,,UFS,NFS,1.0,0.0,2.0,1.0
404_premise1,The company and the jew Charney have faced a string of cases.,0,,CFS,CFS,1.0,0.0,3.0,1.0
405_premise1,This word should not be interpreted as referring to a singular being,0,,CFS,CFS,1.0,0.0,3.0,1.0
406_premise1,He repeatedly preaches this message to them.,0,,CFS,CFS,1.0,0.0,3.0,1.0
408_premise1,Not getting in trouble,0,,NFS,NFS,1.0,0.0,2.0,1.0
409_premise1,its really rough havin beliefs like us and living in a city like new york,0,,UFS,NFS,1.0,0.0,2.0,1.0
410_premise1,I 've gotten fed up before,0,,UFS,NFS,1.0,0.0,2.0,1.0
411_premise1,The Jellyfish Nebula is the brighter arcing ridge of emission.,0,,CFS,CFS,1.0,0.0,2.0,1.0
412_premise1,its not like Im stopping my support,0,,NFS,NFS,1.0,0.0,2.0,1.0
413_premise1,Lactose tolerance developed later among mixed groups.,0,,CFS,CFS,0.0,0.0,3.0,2.0
414_premise1,Authorities said he was caught trespassing at Paulus Hook Towers.,0,,CFS,CFS,1.0,0.0,2.0,1.0
415_premise1,What I have a problem with is handing over my money to foreigners.,0,,UFS,NFS,1.0,0.0,2.0,1.0
416_premise1,I feel great and better every day.,0,,UFS,UFS,1.0,0.0,3.0,1.0
417_premise1,The larger article in itself you may find here : http://www.mbl.is/mm/frettir/innlent ... ml ? nid = 1083256,0,,CFS,CFS,1.0,0.0,2.0,1.0
418_premise1,I sincerely hope that Ireland is n't too far gone before enough people wake up.,0,,NFS,NFS,1.0,0.0,2.0,1.0
419_premise1,The NSA and FBI are everywhere.,0,,CFS,CFS,0.0,0.0,3.0,2.0
420_premise1,The National Alliance has taken a specific stance against multicultural Christianity for political reasons.,0,,CFS,CFS,0.0,0.0,3.0,2.0
421_premise1,one way or the other I think Whites in South Africa should get out of the country and try to make it to a safer location such as Canada or Australia ,0,,NFS,NFS,1.0,0.0,2.0,1.0
422_premise1,"I can be idolized and all my coworkers , we are all heroes ready to build the next rail gun cannons that will power WW3",0,,UFS,UFS,1.0,0.0,2.0,1.0
423_premise1,* * * * them im gonna read whut im gonna read wpww,0,,NFS,NFS,0.0,0.0,3.0,2.0
424_premise1,The leaflets were made up of David Duke's talk on this and the Duke Lacrosse case.,0,,UFS,UFS,1.0,0.0,2.0,1.0
425_premise1, i usually wear anything that fits me. ,0,,UFS,UFS,1.0,0.0,2.0,1.0
426_premise1,I have also came across the Serbs who seem to jump into bed with loyalists .,0,,UFS,CFS,1.0,0.0,2.0,1.0
428_premise1,training with sledgehammer and axe in a shtf moment going old school barbarian might be one 's only hope .,0,,NFS,NFS,1.0,0.0,2.0,1.0
429_premise1,your cleaning up the streets as a cop,0,,CFS,NFS,1.0,0.0,2.0,1.0
430_premise1,that sounds like hippyism,0,,NFS,NFS,0.0,0.0,2.0,2.0
431_premise1,Smart criminals will cut off their tracking bracelets before committing a crime.,0,,CFS,CFS,0.0,0.0,2.0,2.0
432_premise1,The gangs from moyross and the poles go around in tens.,0,,CFS,CFS,1.0,0.0,2.0,1.0
434_premise1,I liked Old lead singer of Gathering Old female singer of Tristania ( my favorite ),0,,UFS,UFS,1.0,0.0,2.0,1.0
435_premise1, I was planning to attend with a girl team one year,0,,UFS,UFS,1.0,0.0,2.0,1.0
436_premise1,they were usually `` lesser '' gods and the main Slavic pantheon was more or less the same everywhere .,0,,CFS,CFS,0.0,0.0,2.0,2.0
437_premise1,Another sacrifical victim is dispatched .....,0,,CFS,CFS,1.0,0.0,2.0,1.0
438_premise1,they strive for and base their self worth and the worth of others on that,0,,CFS,NFS,1.0,1.0,1.0,1.0
439_premise1,There are groups and a community here that is working to build up a local movement based on positive activism and friendly gatherings .,0,,CFS,CFS,1.0,0.0,2.0,1.0
440_premise1,I have n't been in one club or group in school.,0,,UFS,UFS,1.0,0.0,2.0,1.0
444_premise1,The new introduction is about the history of Britain.,0,,CFS,CFS,1.0,0.0,2.0,1.0
445_premise1,"White people should be given the benefit of the doubt before being rejected as ""wiggers"" or ""white trash"".",0,,NFS,NFS,0.0,0.0,3.0,2.0
446_premise1,Obama's father was already married,0,,CFS,CFS,0.0,0.0,3.0,2.0
447_premise1,Feeding livestock poison is like watering plants with salty water.,0,,NFS,UFS,0.0,1.0,1.0,2.0
448_premise1,They do not want the black teachers that have been sent to them.,0,,CFS,CFS,0.0,1.0,1.0,2.0
449_premise1,The woman's husband ran out on the family years ago.,0,,UFS,UFS,0.0,0.0,3.0,2.0
450_premise1,the web site to go to for more info is Pro White Action Group click on the special events link for contact ,0,,UFS,NFS,1.0,0.0,2.0,1.0
452_premise1,"One of the most widespread examples of race mixing is your local and national news anchor teams , almost always a black male and white female",0,,CFS,CFS,0.0,0.0,2.0,2.0
453_premise1,on the other hand you cant go out looking for it either,0,,NFS,NFS,0.0,0.0,3.0,2.0
454_premise1,Native language should be in large print.,0,,NFS,NFS,0.0,0.0,3.0,2.0
455_premise1,The vault rises and disappears into a gray-white silence.,0,,UFS,UFS,1.0,0.0,2.0,1.0
456_premise1,You would be expelled from your school for doing the above.,0,,CFS,CFS,1.0,0.0,2.0,1.0
458_premise1,i ai n't a doctor or anything but i 've still got a decent i.q and i have like half my year as friends ( except all foreigners ),0,,UFS,UFS,1.0,0.0,2.0,1.0
459_premise1,police say the couple 's infant child was found with six healing rib fractures and a broken femur http://www.lex18.com/news/couple-fac ... with-injuries/,0,,CFS,CFS,0.0,0.0,3.0,2.0
460_premise1,Riksmal is rural and spoken in the small towns and in the country.,0,,CFS,CFS,1.0,0.0,3.0,1.0
461_premise1,he kept a crooked cat in a crooked house for style ,0,,UFS,UFS,1.0,0.0,2.0,1.0
462_premise1,"the family was out of town and baked brownies , drank orange juice , surfed porn websites and loaded up the victim 's car with bottles of liquor .",0,,CFS,CFS,0.0,0.0,2.0,2.0
463_premise1,it begins with a C ends with a T and has the letters UN in between,0,,NFS,NFS,0.0,0.0,3.0,2.0
464_premise1,Trump's expressed his full support of thelgbt community and gay marriage.,0,,CFS,CFS,0.0,0.0,3.0,2.0
465_premise1,"The town was 100 % white except for literally 3 black people , and they never mixed with whites ..",0,,CFS,CFS,0.0,0.0,2.0,2.0
466_premise1,We are constantly ravaged by war and instability,0,,CFS,CFS,1.0,0.0,2.0,1.0
467_premise1,"They bring articles written by Dr. Willian Pierce from the printed page to being put online, for all to read .",0,,CFS,UFS,0.0,0.0,2.0,2.0
469_premise1,"They were charged with felony counts of burglary, theft of a means of transportation, and criminal trespassing.",0,,CFS,CFS,0.0,0.0,3.0,2.0
470_premise1,Loyalists hold pickets while people pray inside if the parade goes ahead.,0,,CFS,CFS,1.0,0.0,2.0,1.0
471_premise1,Laying on the floor of a supermarket can lead to getting a disease.,0,,CFS,CFS,0.0,0.0,2.0,2.0
472_premise1,on the Sunday morning if enough want to stay on for the day we 'll see about putting on some ballads & holding a few extra events through the day .,0,,NFS,NFS,0.0,0.0,3.0,2.0
473_premise1,while on other picture Jewess Albright is in charge and is there to give orders to Ukraine,0,,CFS,CFS,1.0,0.0,3.0,1.0
474_premise1,my grandfather was is the ss Latvian legion which I feel was awesome .,0,,UFS,UFS,1.0,0.0,3.0,1.0
475_premise1,WE HAVE ENOUGH CULTURAL HERITAGE FOR HUNDREDS OF GENERATIONS,0,,CFS,CFS,1.0,0.0,2.0,1.0
476_premise1,"don ; ' t worry about it , it 's just that we have to check your stuff while you are new",0,,NFS,NFS,0.0,0.0,3.0,2.0
477_premise1,All sitcoms are wolves dressed in sheeps clothing.,0,,CFS,CFS,1.0,1.0,1.0,1.0
478_premise1,they have all been housed in emergency accomodation ,0,,CFS,CFS,1.0,0.0,2.0,1.0
479_premise1,I do n't want my daughter saying things like `` My parents do n't want me playing with blacks '' .,0,,NFS,NFS,0.0,0.0,2.0,2.0
480_premise1,i was forced to do it,0,,UFS,UFS,1.0,0.0,3.0,1.0
482_premise1,After watching Romper Stomper or some old Springer episode see that negative image of WNs,0,,CFS,CFS,1.0,0.0,2.0,1.0
483_premise1,you have assimilated Tatars ,0,,NFS,CFS,1.0,0.0,2.0,1.0
484_premise1,or are you just trusting that an anti would n't sign up,0,,NFS,NFS,0.0,0.0,3.0,2.0
485_premise1,"we know there is no Drugs , Booze , or Hookers there",0,,NFS,NFS,0.0,0.0,2.0,2.0
486_premise1,I am rapidly coming to the conclusion that you cannot read.,0,,NFS,NFS,0.0,0.0,3.0,2.0
487_premise1,The suit alleges that the accountant was fired for refusing requests from CEO Dov Charney.,0,,CFS,CFS,0.0,0.0,2.0,2.0
488_premise1,the South African government has spent millions fighting,0,,CFS,CFS,0.0,0.0,3.0,2.0
489_premise1,I always thought that in modern times it had always been the preserve of small groups of extreme anarchists .,0,,CFS,CFS,1.0,0.0,2.0,1.0
490_premise1,"I drink rakija, eat lamb, and get in fights as often as I can.",0,,UFS,UFS,1.0,0.0,3.0,1.0
491_premise1,if it came down to a choice between my country 's interests and those of another white country I would put my own first.,0,,NFS,NFS,0.0,0.0,3.0,2.0
492_premise1,They don't want to listen.,0,,NFS,NFS,0.0,0.0,3.0,2.0
493_premise1,There 're many great bands on the outside which too are a Pride of their countries,0,,CFS,CFS,1.0,0.0,2.0,1.0
494_premise1,"We also had a gourmet chef , tutors , massage thereapist , and a library of extra liturature from teaches such as copies of the upcoming tests , etc ..",0,,UFS,UFS,0.0,0.0,2.0,2.0
496_premise1,She hasn't been back on stormfront,0,,UFS,UFS,1.0,0.0,2.0,1.0
497_premise1,the enemy is n't each other my brothers and sisters .,0,,NFS,NFS,1.0,0.0,2.0,1.0
498_premise1,i 've been attacked four times for no reason except i 'm white,0,,UFS,UFS,1.0,0.0,2.0,1.0
499_premise1,These corporations are anti-white.,0,,CFS,CFS,1.0,0.0,3.0,1.0
500_premise1,"If you are actually active, you should email me",0,,NFS,NFS,0.0,0.0,3.0,2.0
501_premise1,"they said they never heard of ya , i e-mailed you back and havent heard back ",0,,UFS,UFS,1.0,0.0,2.0,1.0
503_premise1,i was just hurt.hope you find your talk with someone,0,,NFS,NFS,0.0,0.0,2.0,2.0
504_premise1,There was too much of the same material released one after another.,0,,CFS,UFS,1.0,1.0,1.0,1.0
505_premise1,i know what your name stands for.,0,,NFS,NFS,0.0,0.0,2.0,2.0
506_premise1,one columnist wrote after his death sentence was upheld by the state 's highest court .,0,,CFS,CFS,1.0,0.0,2.0,1.0
508_premise1,"I can do basic things, but I don't have every tool for every gun on the market.",0,,UFS,UFS,1.0,0.0,2.0,1.0
509_premise1,Does Ikevald have any meaning ?,0,,NFS,NFS,1.0,0.0,2.0,1.0
510_premise1,neither do we need to turn off new member prospects from this fine place,0,,NFS,NFS,0.0,0.0,3.0,2.0
511_premise1,who told jurors he was `` The Michael Jackson of Jewish music '',0,,CFS,UFS,1.0,0.0,2.0,1.0
512_premise1,For some reason i cant register with that name,0,,UFS,UFS,1.0,0.0,2.0,1.0
513_premise1,Too much stuff to do i get confused,0,,NFS,NFS,0.0,0.0,2.0,2.0
514_premise1,I received a 280Euro fine.,0,,UFS,UFS,1.0,0.0,3.0,1.0
515_premise1,I barely have any money to my name.,0,,UFS,UFS,1.0,0.0,3.0,1.0
516_premise1,that sites great at making all white nationalists look like terrorists,0,,NFS,CFS,0.0,1.0,1.0,2.0
517_premise1,"to my relief , it was merely a light pole .",0,,NFS,NFS,0.0,0.0,2.0,2.0
518_premise1,It sucks to be a non-Muslim in the Middle East.,0,,NFS,NFS,0.0,0.0,2.0,2.0
519_premise1,I believe it is a symbol of the white race and it 's fight to save itself in this sick and twisted multicult world we live in ,0,,NFS,CFS,0.0,0.0,2.0,2.0
520_premise1,The remaining 85 pigs resorted to eating the dead bodies and drinking their own urine.,0,,CFS,CFS,0.0,0.0,2.0,2.0
9_premise2,What skills are they going to bring here?,1,0.0,NFS,NFS,1.0,0.0,2.0,1.0
14_premise2,HIV is constantly changing and mutating.,1,0.0,CFS,CFS,0.0,0.0,3.0,2.0
32_premise2,I did not understand why this was the case.,1,0.0,NFS,NFS,0.0,0.0,2.0,2.0
36_premise2,Being a nutjob is hereditary.,1,1.0,CFS,CFS,1.0,0.0,2.0,1.0
45_premise2,They are playing with their cheap lowriders.,1,0.0,UFS,UFS,0.0,0.0,3.0,2.0
46_premise2,The kids will suffer all their lives because of their mother.,1,0.0,NFS,UFS,1.0,1.0,1.0,1.0
50_premise2,Stupid liberals also behave in the same manner.,1,1.0,NFS,NFS,0.0,1.0,1.0,2.0
62_premise2,A literal rotten smell came with the Chinese people.,1,1.0,UFS,CFS,1.0,1.0,1.0,1.0
143_premise2,HIV is constantly changing and mutating.,1,0.0,CFS,CFS,0.0,0.0,3.0,2.0
148_premise2,They are playing with their cheap lowriders.,1,0.0,UFS,UFS,1.0,0.0,3.0,1.0
151_premise2,Liberals also behave in the same manner.,1,0.0,CFS,CFS,1.0,0.0,3.0,1.0
167_premise2,powers to be are responsible for this genocide.,1,0.0,CFS,CFS,0.0,0.0,2.0,2.0
172_premise2,monique is pregnant and says ra-heem is the baby daddy.,1,0.0,UFS,UFS,1.0,0.0,3.0,1.0
174_premise2,they give white people a look when they pass through a black neighborhood.,1,0.0,UFS,UFS,1.0,0.0,3.0,1.0
176_premise2,it was great to watch how hungarian nationalists were smashing gay parade.,1,1.0,NFS,NFS,1.0,1.0,1.0,1.0
177_premise2,someone grabbed niglet number one and hauled him outside.,1,0.0,UFS,UFS,1.0,0.0,3.0,1.0
179_premise2,"whites have certain mannerisms with doing things, they have completely ape-like ones. .",1,1.0,CFS,CFS,1.0,0.0,2.0,1.0
180_premise2,it is all a magic show nothing more.,1,0.0,NFS,NFS,0.0,0.0,3.0,2.0
181_premise2,people need to deal with them in a most violent way.,1,1.0,NFS,NFS,0.0,0.0,3.0,2.0
188_premise2,Nowadays it is different.,1,0.0,CFS,CFS,1.0,0.0,2.0,1.0
197_premise2,Obama's Amnesty is on line with an apathetic public.,1,0.0,CFS,CFS,0.0,0.0,2.0,2.0
198_premise2,Leftist ideals are responsible for this destruction of DNA.,1,1.0,CFS,CFS,1.0,0.0,3.0,1.0
201_premise2,it is her job to protect her children in nigeria.,1,0.0,NFS,NFS,1.0,0.0,2.0,1.0
209_premise2,there are others who feel the same.,1,0.0,UFS,UFS,1.0,0.0,2.0,1.0
211_premise2,"the muslims took your stuff, raped your wife and beat you nearly to death. .",1,1.0,UFS,UFS,1.0,0.0,3.0,1.0
215_premise2,it shows a white woman happily sharing candy with some mop headed groid male on an escalator.,1,1.0,UFS,UFS,1.0,0.0,3.0,1.0
