file_id,idx,text_ed,IS,weak,concat,concat_hate,premise0_cw_annA_platinum,premise1_cw_annA_platinum,premise2_cw_annA_platinum,premise3_cw_annA_platinum,premise4_cw_annA_platinum,premise5_cw_annA_platinum,conclusion_cw_annA_platinum,premise0_cw_annB_platinum,premise1_cw_annB_platinum,premise2_cw_annB_platinum,premise3_cw_annB_platinum,premise4_cw_annB_platinum,premise5_cw_annB_platinum,conclusion_cw_annB_platinum,premise0_cw_annC_platinum,premise1_cw_annC_platinum,premise2_cw_annC_platinum,premise3_cw_annC_platinum,premise4_cw_annC_platinum,premise5_cw_annC_platinum,conclusion_cw_annC_platinum,premise0_cw_platinum,premise1_cw_platinum,premise2_cw_platinum,premise3_cw_platinum,premise4_cw_platinum,premise5_cw_platinum,conclusion_cw_platinum,premise0_needed_judge_platinum,premise1_needed_judge_platinum,premise2_needed_judge_platinum,premise3_needed_judge_platinum,premise4_needed_judge_platinum,premise5_needed_judge_platinum,conclusion_needed_judge_platinum
30782213_1,371,"I know the thing on ebay said its first edition so i guess so , its still sitting at 51 $ so i am hoping it stays there and ill just bid like crazy the last few minutes of the auction and hopefully get it .",,,"I know the thing on ebay said its first edition so i guess so. its still sitting at 51 $. i am hoping it stays there. Therefore, I'll just bid like crazy the last few minutes of the auction and hopefully get it .",0,NFS,UFS,NFS,,,,NFS,NFS,UFS,NFS,,,,NFS,UFS,UFS,NFS,,,,NFS,NFS,UFS,NFS,,,,NFS,0.0,0.0,0.0,,,,0.0
14292811_1,372,"No, I meant how to get around buying up all the land in a PLE chosen town while refusing nonwhites to buy any property in such an area , it probably would n't matter if a nonwhite bought your house before you joined a PLE .",,,how to get around buying up all the land in a PLE chosen town while refusing nonwhites to buy any property in such an area. it probably would n't matter if a nonwhite bought your house before you joined a PLE .,0,NFS,NFS,,,,,,NFS,NFS,,,,,,NFS,NFS,,,,,,NFS,NFS,,,,,,0.0,0.0,,,,,
14299205_1,373,A small trace amounts of non white blood a few generations back can be removed naturally by generational mixing of more white blood into the lifeline of a family who 's great great so on on and so forth engaged in one incident of miscegenation .,,,A small trace amounts of non white blood a few generations back can be removed naturally by generational mixing of more white blood into the lifeline of a family. A family who 's great great so on on and so forth engaged in one incident of miscegenation .,0,CFS,CFS,,,,,,CFS,CFS,,,,,,CFS,NFS,,,,,,CFS,CFS,,,,,,0.0,0.0,,,,,
30641962_1,374,Both me and my wife would be very involved in every aspect of their schooling and the area we are moving to is very very white so will have to find out more from white parents already there that send their children to public school .,,,"Both me and my wife would be very involved in every aspect of their schooling. the area we are moving to is very very white. Therefore, We will have to find out more from white parents already there that send their children to public school.",0,UFS,UFS,,,,,NFS,NFS,CFS,,,,,NFS,UFS,UFS,,,,,NFS,UFS,UFS,,,,,NFS,0.0,0.0,,,,,0.0
30626462_2,375,"Bach did not introduce new forms but he enriched the prevailing German style with a robust contrapuntal technique , an unrivaled control of harmonic and motivic organization , and the adaptation of rhythms , forms and textures from abroad , particularly from Italy and France .",,,"Bach did not introduce new forms but he enriched the prevailing German style particularly inspired from Italy and France . Bach used a robust contrapuntal technique. Bach had an unrivaled control of harmonic and motivic organization. Therefore, Bach adapted rhythms, forms, and textures from abroad.",0,CFS,CFS,CFS,,,,CFS,CFS,CFS,CFS,,,,CFS,CFS,CFS,CFS,,,,CFS,CFS,CFS,CFS,,,,CFS,0.0,0.0,0.0,,,,0.0
30576888_1,376,"I assume you went to the High Caliber gun show in Houston , I usually go when they are in Conroe and I know the feeling the last two or three times I did n't get much or see anything that really caught my eye .",,,"I assume you went to the High Caliber gun show in Houston. I usually go to the High Caliber gun show when they are in Conroe. the last two or three times I did n't get much or see anything that really caught my eye . Therefore, I know the feeling .",0,NFS,UFS,UFS,,,,NFS,UFS,UFS,NFS,,,,NFS,NFS,UFS,UFS,,,,NFS,NFS,UFS,UFS,,,,NFS,0.0,0.0,0.0,,,,0.0
30498223_3,377,"The Hubble images were combined with images from the Keck telescopes taken on Aug. 20 , 21 , 30 , and 31 to measure the satellite 's orbit and calculate a mass for Eris , which is the largest dwarf planet in the solar system .",,,"The Hubble images were combined with images from the Keck telescopes taken on Aug. 20, 21, 30, and 31. The purpose of combining these images was to measure the satellite's orbit and calculate a mass for Eris. Eris is the largest dwarf planet in the solar system. ",0,CFS,CFS,CFS,,,,,CFS,CFS,CFS,,,,,CFS,CFS,CFS,,,,,CFS,CFS,CFS,,,,,0.0,0.0,0.0,,,,
13507823_3,378,"Jackson 's retrial took jurors back to the events of late summer 1977 , when two widows , Vernita Curtis , 81 and Gladys Ott , 90 , were beaten and strangled to death during burglaries a week apart in a Long Beach apartment building .",,,"Jackson's retrial took jurors back to the events of late summer 1977. Two widows, Vernita Curtis, 81, and Gladys Ott, 90, were beaten and strangled to death during burglaries. The burglaries occurred a week apart in a Long Beach apartment building. ",0,CFS,CFS,CFS,,,,,NFS,UFS,UFS,,,,,CFS,CFS,CFS,,,,,CFS,CFS,CFS,,,,,0.0,0.0,0.0,,,,
14418005_1,379,"I remember back in the day I used to hand out tracts for my church , why dont they have anything small that I can print out on my printer and cut them up so I can place them in library books and phone booths ?",,,"back in the day I used to hand out tracts for my church. Therefore, why dont they have anything small that I can print out on my printer and cut them up so I can place them in library books and phone booths ?.",0,UFS,,,,,,NFS,NFS,,,,,,NFS,UFS,,,,,,NFS,UFS,,,,,,NFS,0.0,,,,,,0.0
30712850_4,380,If you think that 's a stretch consider : ( 1 ) .state law already trumps religion when it comes to homosexuality and abortion and ( 2 ) .the Jews have already pressured some Christian churches to say that the Jews did not murder Jesus .,,,State law already trumps religion when it comes to homosexuality and abortion. The Jews have already pressured some Christian churches to say that the Jews did not murder Jesus.,0,CFS,CFS,,,,,,CFS,CFS,,,,,,CFS,CFS,,,,,,CFS,CFS,,,,,,0.0,0.0,,,,,
14264210_1,381,I have no problem cleaning my own toilets infact I dont even hate it because after im done I know that there be the cleanest dang place for my buttocks to be sitting on the next time there is a need for a bowel movement .,,,"After I clean my own toilets, I know they will be the cleanest place for my buttocks to sit on the next time there is a need for a bowel movement. Therefore, I have no problem cleaning my own toilets infact I dont even hate it.",0,NFS,,,,,,NFS,NFS,,,,,,NFS,NFS,,,,,,NFS,NFS,,,,,,NFS,0.0,,,,,,0.0
14650949_6,382,Police : Suspect in U.Va. case linked to 2009 homicide Virginia State Police said Monday that a suspect charged in the disappearance of a University of Virginia sophomore is linked through forensic evidence to the abduction and murder of another college student five years ago .,,,Virginia State Police announced on Monday that a suspect in the disappearance of a University of Virginia sophomore is connected to a 2009 homicide. The suspect has been charged in the abduction and murder of another college student. Forensic evidence links the suspect to the 2009 homicide. The suspect in the U.Va. case is also responsible for the 2009 homicide.,0,CFS,CFS,CFS,CFS,,,,UFS,UFS,UFS,UFS,,,,CFS,CFS,CFS,CFS,,,,CFS,CFS,CFS,CFS,,,,0.0,0.0,0.0,0.0,,,
13456696_10,383,In the end the only safe thing to eat is grass if you are lucky enough to have your own garden ( or grow your own food if you have the space ) and hope to hell the government here does n't do chemical spraying .,,,In the end the only safe thing to eat is grass. Having your own garden or growing your own food provides a source of safe food. The government may engage in chemical spraying.,0,CFS,CFS,CFS,,,,,CFS,CFS,CFS,,,,,CFS,CFS,CFS,,,,,CFS,CFS,CFS,,,,,0.0,0.0,0.0,,,,
13480461_1,384,"The jew Alan Fishman , 49 , of Brooklyn , NY , was arrested along with the jew Daniel Ledven , 37 , of Cresskill , N.J. , on securities and wire fraud charges in a scheme that swindled investors out of $ 20 million .",,,"Alan Fishman, a 49-year-old jew from Brooklyn, NY, was arrested. Daniel Ledven, a 37-year-old jew from Cresskill, N.J., was also arrested. The arrests were made on securities and wire fraud charges. The scheme involved swindling investors out of $20 million. ",0,CFS,CFS,CFS,CFS,,,,UFS,UFS,UFS,UFS,,,,CFS,CFS,CFS,CFS,,,,CFS,CFS,CFS,CFS,,,,0.0,0.0,0.0,0.0,,,
13621261_3,385,"http://www.vg.no/pub/vgart.hbs ? artid = 222065 Suspected for warcrimes , seeks asylum in Norway A Chechen ( 32 ) - wanted for warcrimes - and a Lebanese ( 41 ) - suspected of warcrimes - lives at an asylum reception center in Norway with their families .",,,A Chechen (32) and a Lebanese (41) are living at an asylum reception center in Norway with their families. The Chechen is wanted for warcrimes. The Lebanese is suspected of warcrimes.,0,CFS,CFS,CFS,,,,,CFS,CFS,CFS,,,,,CFS,CFS,CFS,,,,,CFS,CFS,CFS,,,,,0.0,0.0,0.0,,,,
30586609_1,386,ALWAYS SPEAK OUT WHEN IN A CLASS WITH A BRAINWASHING TEACHER BECAUSE ONCE YOU SPEAK OTHERS WHO MAY FEEL THE SAME WAY MAY REALIZE THEY ARE NOT ALONE but if you say nothing then everybody will without question go along with the anti white brainwashing .,,,"ONCE YOU SPEAK OTHERS WHO MAY FEEL THE SAME WAY MAY REALIZE THEY ARE NOT ALONE. if you say nothing then everybody will without question go along with the anti white brainwashing . Therefore, ALWAYS SPEAK OUT WHEN IN A CLASS WITH A BRAINWASHING TEACHER.",0,NFS,NFS,,,,,NFS,NFS,NFS,,,,,NFS,NFS,NFS,,,,,NFS,NFS,NFS,,,,,NFS,0.0,0.0,,,,,0.0
14047915_1,387,just wanted to give this a bump up. we have had a few good people coming to our weekly get together and would like to encourage anyone else interested in meeting and networking with us here in Calgary to feel free to pm me .,,,"We have had a few good people coming to our weekly get together. we would like to encourage anyone else interested in meeting and networking with us. We are here in Calgary. Therefore, Feel free to pm me.",0,UFS,NFS,UFS,,,,NFS,NFS,NFS,NFS,,,,NFS,UFS,UFS,UFS,,,,NFS,UFS,NFS,UFS,,,,NFS,0.0,0.0,0.0,,,,0.0
13863990_1,388,we should have our rights to do things our own way and all but that woman SHOULD have had an abortion !!! im against killing babies but there is NO WAY that could have gone well. dead fetus could 've probably killed the mother .,,,"We should have our rights to do things our own way. A dead fetus could have probably killed the mother. I am against killing babies. Therefore, That woman SHOULD have had an abortion !!! there is NO WAY that could have gone well.",0,NFS,UFS,UFS,,,,UFS,NFS,CFS,NFS,,,,NFS,NFS,NFS,UFS,,,,NFS,NFS,CFS,UFS,,,,NFS,0.0,1.0,0.0,,,,0.0
13861318_2,389,"I have just dispatched a PM to a nember of staff politely suggesting that this forum would be more properly renamed Brentworld , Potato land , the Orange playpen , trollsville , Paisleyland , Londonstormfront , `` Ulster Scot '' Pixie-land , Smilie City ..",,,"I have just dispatched a PM to a nember of staff. I politely suggest that this forum would be more properly renamed Brentworld , Potato land , the Orange playpen , trollsville , Paisleyland , Londonstormfront , `` Ulster Scot '' Pixie-land , Smilie City . ",0,UFS,UFS,,,,,,NFS,NFS,,,,,,UFS,NFS,,,,,,UFS,NFS,,,,,,0.0,0.0,,,,,
14270522_1,390,I heard the feds got him because he ate a chocolate bar and they charged him with racist eating. lol Now im sure he is ok atleast I hope so I look forward to his reading his wisdom as often as he posts it .,,,"I heard the feds got him because he ate a chocolate bar. they charged him with racist eating. Therefore, I look forward to reading his wisdom as often as he posts it .",0,UFS,UFS,,,,,NFS,UFS,UFS,,,,,NFS,UFS,NFS,,,,,NFS,UFS,UFS,,,,,NFS,0.0,0.0,,,,,0.0
32625866_1,391,"I found it strange the way the police handled this case , they told her father and his friends to search the house for her , all those people wandering around the house contaminating all the evidence , that 's hardly good police procedure .",,,"I found it strange the way the police handled this case. they told her father and his friends to search the house for her. all those people wandering around the house contaminating all the evidence. Therefore, That 's hardly good police procedure .",0,NFS,UFS,UFS,,,,NFS,NFS,NFS,NFS,,,,NFS,NFS,UFS,UFS,,,,NFS,NFS,UFS,UFS,,,,NFS,0.0,0.0,0.0,,,,0.0
13474889_1,392,"The country with the most significant `` baby-boom '' is Estonia ( TFR from ~ 1,2 in 1998 to ~ 1,7 in this year ) : http://pub.stat.ee/px-web.2001/Dialo...Births/&lang=1AlsoCzechRep.hasitsfertilityratesignificiantlyincreased:http://www.czso.cz/eng/csu.nsf/informace/aoby032008.doc Denmark and Norway in this year probably will have record high TFR level since early 1970 's .",,,"The country with the most significant `` baby-boom '' is Estonia ( TFR from ~ 1,2 in 1998 to ~ 1,7 in this year ). Denmark and Norway in this year probably will have record high TFR level since early 1970 's . ",0,CFS,CFS,,,,,,CFS,CFS,,,,,,CFS,CFS,,,,,,CFS,CFS,,,,,,0.0,0.0,,,,,
14028157_1,393,dont let it get you down brother your not on your own just bite your tongue and think of all those beutiful aryan women who think the way we do they are worth fighting for everything enoch powell said came true. hang in there brother,,,"dont let it get you down brother your not on your own. just bite your tongue and think of all those beutiful aryan women who think the way we do. they are worth fighting for everything enoch powell said came true. Therefore, Hang in there brother.",0,NFS,NFS,NFS,,,,NFS,NFS,NFS,NFS,,,,NFS,NFS,NFS,NFS,,,,NFS,NFS,NFS,NFS,,,,NFS,0.0,0.0,0.0,,,,0.0
30647927_2,394,"If a white person wants to do well at any kind of academic subject , languages , art etc etc. then simply fill your essays with racial integration , feminism and the love of other cultures and the like and you 'll be fine !",,,"If a white person wants to do well at any kind of academic subject , languages , art etc etc. then simply fill your essays with racial integration , feminism and the love of other cultures and the like and you 'll be fine !. ",0,CFS,,,,,,,CFS,,,,,,,NFS,,,,,,,CFS,,,,,,,0.0,,,,,,
30646027_1,395,You could also open up the school via the internet just like the other schools have done in my area they have kids go to a class and learn via a feed from the teacher who could be hundreds or thousands of miles away .,,,You could also open up the school via the internet just like the other schools have done in my area. they have kids go to a class and learn via a feed from the teacher who could be hundreds or thousands of miles away .,0,UFS,UFS,,,,,,CFS,CFS,,,,,,UFS,UFS,,,,,,UFS,UFS,,,,,,0.0,0.0,,,,,
30543852_1,396,My son is 3 years old and I have started homeschooling for him.Few weeks back i was wondering whether i should let him go to a Public school or do home schooling but decided to go for home schooling and now he is enjoying .,,,My son is 3 years old and I have started homeschooling for him. Few weeks back i was wondering whether i should let him go to a Public school or do home schooling. I decided to go for home schooling. now he is enjoying.,0,UFS,UFS,UFS,UFS,,,,UFS,NFS,NFS,NFS,,,,UFS,NFS,UFS,UFS,,,,UFS,NFS,UFS,UFS,,,,0.0,0.0,0.0,0.0,,,
14032533_2,397,"Little did the perpetrators know that I actually lived in the same block , and got a surprise when I knocked on their door and the guy who answered got a full bucket of water in the face , followed by the bucket itself !",,,"Little did the perpetrators know that I actually lived in the same block. I got a surprise when I knocked on their door and the guy who answered got a full bucket of water in the face , followed by the bucket itself !. ",0,UFS,UFS,,,,,,UFS,NFS,,,,,,NFS,UFS,,,,,,UFS,UFS,,,,,,0.0,0.0,,,,,
14108390_1,398,im 27 live in manchvagas n.h. my x girl was suposed to go and we broke up at x mass and i missed the show last yr. but not this yr. so if your a cute white women into boston oi e mail me hammerfist@attbi.com,,,"im 27 live in manchvagas n.h. my x girl was suposed to go and we broke up at x mass. i missed the show last yr. but not this yr. Therefore, if your a cute white women into boston oi e mail me hammerfist@attbi.com.",0,UFS,UFS,UFS,,,,NFS,UFS,NFS,NFS,,,,NFS,UFS,UFS,UFS,,,,NFS,UFS,UFS,UFS,,,,NFS,0.0,0.0,0.0,,,,0.0
14073742_1,399,"North Irish militants forcing police from their homes Police in Northern Ireland are being forced to flee their homes by nationalist militants stepping up attacks on a force they consider to be a symbol of British rule , a police official said on Wednesday .",,,Nationalist militants are stepping up attacks on the police force in Northern Ireland. The police force is seen as a symbol of British rule. A police official stated that the attacks are forcing police to flee their homes.,0,CFS,CFS,CFS,,,,,CFS,CFS,CFS,,,,,CFS,NFS,CFS,,,,,CFS,CFS,CFS,,,,,0.0,0.0,0.0,,,,
13848611_1,400,If they have some marches and what not about showing pride in their culture you guys should go out and do the same If you could try and contact people you know in different cities and see if their willing to do the same .,,,"They have some marches showing pride in their culture. If you could try and contact people you know in different cities and see if their willing to do the same . Therefore, you guys should go out and do the same.",0,CFS,NFS,,,,,NFS,CFS,NFS,,,,,NFS,CFS,NFS,,,,,NFS,CFS,NFS,,,,,NFS,0.0,0.0,,,,,0.0
14093987_3,401,"Back in 1981 Dusty used to show up in bars in Tampa , where my band was playing , get up onstage with us and sing `` Johnny Be Good '' and `` Long-Haired Country Boy '' , the only two songs he knew .",,,"Dusty used to show up in bars in Tampa where my band was playing. Dusty would get up onstage with us. Dusty would sing ""Johnny Be Good"" and ""Long-Haired Country Boy"". These were the only two songs Dusty knew. ",0,UFS,UFS,UFS,UFS,,,,UFS,UFS,UFS,UFS,,,,UFS,NFS,NFS,UFS,,,,UFS,UFS,UFS,UFS,,,,0.0,0.0,0.0,0.0,,,
31715269_1,402,"thats just stupid to say that , because you have probably heard maybe 10-20 artists and those are the * * * * * * s on TV and stuff. there are tons of white , non-wigerish rappers that dont `` scream '' about something",,,"you have probably heard maybe 10-20 artists. those are the * * * * * * s on TV and stuff. there are tons of white , non-wigerish rappers that dont `` scream '' about something. Therefore, Thats just stupid to say that .",0,UFS,NFS,CFS,,,,NFS,NFS,NFS,UFS,,,,NFS,NFS,NFS,NFS,,,,NFS,NFS,NFS,UFS,,,,NFS,0.0,0.0,1.0,,,,0.0
14069679_1,403,"my kids want to hang around and bring a couple of nigs into the house .if i do.some members of my family will blank me.if i dont allow it. the kids themselves will blank me for a while , so either way i cant win",,,"my kids want to hang around and bring a couple of nigs into the house. if i do, some members of my family will blank me. if i dont allow it. the kids themselves will blank me for a while. Therefore, Either way, I can't win.",0,UFS,UFS,UFS,,,,NFS,NFS,NFS,NFS,,,,NFS,UFS,NFS,NFS,,,,NFS,UFS,NFS,NFS,,,,NFS,0.0,0.0,0.0,,,,0.0
13482315_2,404,"The lawsuit , filed in Los Angeles County Superior Court last week , is the latest in a string of cases against the company and the jew Charney including five sexual harassment cases that have been settled , dismissed or placed in arbitration .",,,"The lawsuit was filed in Los Angeles County Superior Court last week. The company and the jew Charney have faced a string of cases. Five sexual harassment cases have been settled, dismissed, or placed in arbitration. ",0,CFS,CFS,CFS,,,,,CFS,CFS,CFS,,,,,CFS,CFS,CFS,,,,,CFS,CFS,CFS,,,,,0.0,0.0,0.0,,,,
30474323_4,405,"As for Satan , the word comes from a root word meaning ' adversary ' and as such it should not be taken as to imply a singular being but rather anyone of an adverse nature , in a word , an opponent .",,,"The word 'Satan' is derived from a root word meaning 'adversary'. This word should not be interpreted as referring to a singular being. Instead, it can refer to anyone with an adverse nature, in a word, an opponent. ",0,CFS,CFS,CFS,,,,,CFS,CFS,CFS,,,,,CFS,CFS,CFS,,,,,CFS,CFS,CFS,,,,,0.0,0.0,0.0,,,,
30966286_1,406,I feel very sorry for the families of such Jews as Art Katz because he would preach to them over and over again about how Jesus died for the Jew first while at the same time shoving his non-Jewish wife into their faces .,,,Art Katz preaches to Jewish families about Jesus dying for the Jew first. He repeatedly preaches this message to them. He shows his non-Jewish wife to the Jewish families. I feel very sorry for the families of such Jews.,0,CFS,CFS,CFS,NFS,,,,CFS,CFS,UFS,NFS,,,,CFS,CFS,CFS,NFS,,,,CFS,CFS,CFS,NFS,,,,0.0,0.0,0.0,0.0,,,
14093911_1,407,"Well for all of my friends down there , we all got thrown out of the big local bar in this little town and it 's all my fault hahahahahaha I do n't think we 'll be welcome back for a LONG time .",,,"Well for all of my friends down there , we all got thrown out of the big local bar in this little town. Therefore, I do n't think we 'll be welcome back for a LONG time .",0,UFS,,,,,,NFS,NFS,,,,,,NFS,NFS,,,,,,NFS,NFS,,,,,,NFS,0.0,,,,,,0.0
30462337_3,408,"If you have good grades , do n't get in trouble , are involved in extracurriculars , and otherwise are a good citizen , probably most teachers are n't going to take time out of their day unless your school is REALLY liberal .",,,"Having good grades. Not getting in trouble. Being involved in extracurriculars. Being a good citizen. Attending a school that is not very liberal. Therefore, Most teachers will not take time out of their day for you.",0,UFS,UFS,UFS,UFS,UFS,,NFS,NFS,NFS,NFS,NFS,NFS,,NFS,NFS,NFS,NFS,NFS,NFS,,NFS,NFS,NFS,NFS,NFS,NFS,,NFS,0.0,0.0,0.0,0.0,0.0,,0.0
14105259_1,409,"hey, im from manhattan. its really rough havin beliefs like us and living in a city like new york. if anybody would like to meet or talk to a white nationalist , neo-confederate , klansman , teenager from manhattan , just email me sk8terxxl@aol.com",,,"im from manhattan. its really rough havin beliefs like us and living in a city like new york. Therefore, if anybody would like to meet or talk to a white nationalist , neo-confederate , klansman , teenager from manhattan, just email me.",0,UFS,UFS,,,,,NFS,UFS,NFS,,,,,NFS,UFS,NFS,,,,,NFS,UFS,NFS,,,,,NFS,0.0,0.0,,,,,0.0
13455402_7,410,"My boyfriend needs to watch this video ... I 've gotten fed up before and told him to turn the damn thing off and put on some music , look at things on the internet , or go somewhere out of the house .",,,"My boyfriend needs to watch this video. I 've gotten fed up before. Therefore, I told him to turn the damn thing off and put on some music , look at things on the internet , or go somewhere out of the house .",0,UFS,UFS,,,,,UFS,NFS,NFS,,,,,NFS,NFS,NFS,,,,,NFS,NFS,NFS,,,,,NFS,0.0,0.0,,,,,0.0
30526559_2,411,"The scene is anchored right and left by two bright stars , Mu and Eta Geminorum , at the foot of the celestial twin while the Jellyfish Nebula is the brighter arcing ridge of emission with dangling tentacles below and right of center .",,,"The scene is anchored right and left by two bright stars, Mu and Eta Geminorum. The Jellyfish Nebula is the brighter arcing ridge of emission. The Jellyfish Nebula has dangling tentacles below and right of center. The two bright stars are at the foot of the celestial twin. ",0,CFS,CFS,CFS,CFS,,,,UFS,UFS,UFS,UFS,,,,CFS,CFS,CFS,CFS,,,,CFS,CFS,CFS,CFS,,,,0.0,0.0,0.0,0.0,,,
30608513_3,412,"I havent even paid for not one single ppv , so its not like Im stopping my support , lol By the way , to the guy that said Demian Maia is white ... yes , hes white , just like Erick Silva .",,,"I havent even paid for not one single ppv. its not like Im stopping my support. Demian Maia is white ... yes , hes white , just like Erick Silva . ",0,UFS,UFS,CFS,,,,,NFS,NFS,UFS,,,,,UFS,NFS,NFS,,,,,UFS,NFS,CFS,,,,,0.0,0.0,1.0,,,,
30505306_6,413,"Lactose tolerance ( again from Mathieson 2015 ) did not exist among either the Steppe pastoralists or the Neolithic farmers , but developed later amongst mixed groups ( their study found the first evidence for lactose tolerance among the Bell Beaker culture ) .",,,Lactose tolerance ( again from Mathieson 2015 ) did not exist among the Steppe pastoralists or the Neolithic farmers. Lactose tolerance developed later among mixed groups. The first evidence for lactose tolerance was found among the Bell Beaker culture.,0,CFS,CFS,CFS,,,,,CFS,CFS,CFS,,,,,CFS,CFS,CFS,,,,,CFS,CFS,CFS,,,,,0.0,0.0,0.0,,,,
13510135_1,414,"Marte Williams , 41 , was taken into custody Sunday after authorities said he was caught trespassing at Paulus Hook Towers , the apartment complex where the bodies of 27-year-old Jacqueline Reyes and her 9-month-old son Ivan Reyes Jr. were found Tuesday morning .",,,"Marte Williams, 41, was taken into custody Sunday. Authorities said he was caught trespassing at Paulus Hook Towers. The apartment complex is where the bodies of 27-year-old Jacqueline Reyes and her 9-month-old son Ivan Reyes Jr. were found Tuesday morning. ",0,CFS,CFS,CFS,,,,,UFS,UFS,UFS,,,,,CFS,CFS,CFS,,,,,CFS,CFS,CFS,,,,,0.0,0.0,0.0,,,,
13860590_1,415,"i have no problem eating foreign food , what i have a problem is is handing over my money to foreigners. there is no reason you should hate any foods just beacuse some other race found out a nice way to prepare it .",,,"I have no problem eating foreign food. What I have a problem with is handing over my money to foreigners. Therefore, There is no reason to hate any foods just because some other race found a nice way to prepare it.",0,UFS,UFS,,,,,NFS,NFS,NFS,,,,,NFS,UFS,NFS,,,,,NFS,UFS,NFS,,,,,NFS,0.0,0.0,,,,,0.0
31759463_1,416,Been A week since I put any poison in my body and I feel gread ( better every day ) dont have any craving anymore Now I realize how stupid it was to start in the first place PS : Thanks for the suport,,,"It has been a week since I last consumed poison. I feel great and better every day. I no longer have any cravings. Therefore, I now realize how foolish it was to start consuming poison in the first place.",0,UFS,UFS,UFS,,,,NFS,UFS,UFS,UFS,,,,NFS,UFS,UFS,UFS,,,,NFS,UFS,UFS,UFS,,,,NFS,0.0,0.0,0.0,,,,0.0
13595072_11,417,"[ First in the world ] We were not afraid to stand up against Soviet terror , to this I take great pride as you all see The larger article in itself you may find here : http://www.mbl.is/mm/frettir/innlent ... ml ? nid = 1083256",,,"We were not afraid to stand up against Soviet terror. The larger article in itself you may find here : http://www.mbl.is/mm/frettir/innlent ... ml ? nid = 1083256. Therefore, I take great pride as you all see.",0,UFS,CFS,,,,,UFS,NFS,NFS,,,,,NFS,NFS,CFS,,,,,NFS,NFS,CFS,,,,,NFS,0.0,0.0,,,,,0.0
14075129_1,418,"I just wanted to pop in and say that I wish you in Ireland the best and sincerely hope that Ireland is n't too far gone before enough people wake up , see what is happening , stop it and preserve Ireland .",,,"I just wanted to pop in and say that I wish you in Ireland the best. I sincerely hope that Ireland is n't too far gone before enough people wake up. Therefore, Stop it and preserve Ireland.",0,NFS,CFS,,,,,NFS,NFS,NFS,,,,,NFS,NFS,NFS,,,,,NFS,NFS,NFS,,,,,NFS,0.0,0.0,,,,,0.0
30500254_3,419,"Anyway , I intentionally do n't make clear whether I 'm married or not , or whether I 'm a father or mother , because this is 2014 and the NSA and FBI are everywhere , and I like having plausible deniability .",,,"It is 2014. The NSA and FBI are everywhere. I like having plausible deniability. Therefore, I intentionally do n't make clear whether I 'm married or not , or whether I 'm a father or mother.",0,CFS,CFS,NFS,,,,UFS,CFS,CFS,NFS,,,,NFS,UFS,CFS,NFS,,,,UFS,CFS,CFS,NFS,,,,UFS,0.0,0.0,0.0,,,,0.0
14439474_1,420,I think that it is fair to say that the National Alliance is a secular organization that has taken a specific stance against multicultural Christianity for political reasons and has also had prominent members who have promoted non-Christian religions or spiritual paths .,,,The National Alliance is a secular organization. The National Alliance has taken a specific stance against multicultural Christianity for political reasons. The National Alliance has prominent members who have promoted non-Christian religions or spiritual paths.,0,CFS,CFS,CFS,,,,,CFS,CFS,CFS,,,,,CFS,CFS,CFS,,,,,CFS,CFS,CFS,,,,,0.0,0.0,0.0,,,,
12845755_1,421,It is hard to say what is going to happen however one way or the other I think Whites in South Africa should get out of the country and try to make it to a safer location such as Canada or Australia .,,,It is hard to say what is going to happen. one way or the other I think Whites in South Africa should get out of the country and try to make it to a safer location such as Canada or Australia .,0,NFS,CFS,,,,,,NFS,NFS,,,,,,NFS,NFS,,,,,,NFS,NFS,,,,,,0.0,0.0,,,,,
30428481_1,422,"hey remember the Japanese where on the Good side during WW2 on a light note , ya , I can be idolized and all my coworkers , we are all heroes ready to build the next rail gun cannons that will power WW3",,,"hey remember the Japanese where on the Good side during WW2 on a light note. I can be idolized and all my coworkers , we are all heroes ready to build the next rail gun cannons that will power WW3. ",0,CFS,UFS,,,,,,CFS,NFS,,,,,,NFS,UFS,,,,,,CFS,UFS,,,,,,0.0,0.0,,,,,
31746301_1,423,i did a project on hitler for school and i read mein kampf and i got a lot of * * * * from the teachers and black kids but * * * * them im gonna read whut im gonna read wpww,,,i did a project on hitler for school and i read mein kampf and i got a lot of * * * * from the teachers and black kids. * * * * them im gonna read whut im gonna read wpww.,0,UFS,NFS,,,,,,UFS,NFS,,,,,,UFS,NFS,,,,,,UFS,NFS,,,,,,0.0,0.0,,,,,
14412547_1,424,I sent out a few more emails the other day and then last night handed out about 25 or so leaflets made up of David Duke 's talk on this and the Duke Lacrosse case that the St. Louis Volksfront donated me .,,,I sent out a few more emails the other day and then last night handed out about 25 or so leaflets. The leaflets were made up of David Duke's talk on this and the Duke Lacrosse case. The St. Louis Volksfront donated the leaflets to me.,0,UFS,UFS,UFS,,,,,NFS,NFS,UFS,,,,,UFS,UFS,UFS,,,,,UFS,UFS,UFS,,,,,0.0,0.0,0.0,,,,
