file_id,idx,text_ed,premise0,premise1,premise2,conclusion,concat,weak,check_worthy_premise0,check_worthy_premise1,check_worthy_premise2,check_worthy_conclusion,premise0_hate,premise1_hate,premise2_hate,conclusion_hate,arg_comps_ok,target_ok,only_claims,label
31746301_1,233,i did a project on hitler for school and i read mein kampf and i got a lot of * * * * from the teachers and black kids but * * * * them im gonna read whut im gonna read wpww,i did a project on hitler for school and i read mein kampf and i got a lot of * * * * from the teachers and black kids,* * * * them im gonna read whut im gonna read wpww,,,,,UFS,NFS,,,0,0,,,,,1,Non-HS
14412547_1,234,I sent out a few more emails the other day and then last night handed out about 25 or so leaflets made up of David Duke 's talk on this and the Duke Lacrosse case that the St. Louis Volksfront donated me .,I sent out a few more emails the other day and then last night handed out about 25 or so leaflets,The leaflets were made up of David Duke's talk on this and the Duke Lacrosse case.,The St. Louis Volksfront donated the leaflets to me.,,,,UFS,UFS,UFS,,0,0,0,,,,1,Non-HS
31776644_1,235,i had a pair of levi 's that i wore whenever i did messy work .. they were my ' junk ' jeans. i usually wear anything that fits me. as for Docs i rarely wear them anymore. i wear sneakers now .,i had a pair of levi 's that i wore whenever i did messy work .. they were my ' junk ' jeans., i usually wear anything that fits me. ,as for Docs i rarely wear them anymore. I wear sneakers now.,,,,UFS,UFS,UFS,,0,0,0,,,,1,Non-HS
13855143_1,236,I do feel for the Croatian people and I have come across some of them on the internet and they seem to be a decent people and I have also came across the Serbs who seem to jump into bed with loyalists .,I do feel for the Croatian people and I have come across some of them on the internet and they seem to be a decent people,I have also came across the Serbs who seem to jump into bed with loyalists .,,,,,NFS,CFS,,,0,0,,,,,1,Non-HS
14675522_1,237,What does any of that have to do with racial preservation and the resistance to the deliberate and calculated extermination of the White race and the destruction of western civilization which 99 % of the members of this site are concerned with ?,99% members of this site are concerned with the preservation of the White race.,,,What does any of that have to do with racial preservation and the resistance to the deliberate and calculated extermination of the White race and the destruction of western civilization?,,,CFS,NFS,,,0,,,0,,,,Non-HS
30608551_1,238,"well, i have been working on something for self defense in one of those situations in which guns have been confiscated. essentially , training with sledgehammer and axe in a shtf moment going old school barbarian might be one 's only hope .",i have been working on something for self defense in one of those situations in which guns have been confiscated,training with sledgehammer and axe in a shtf moment going old school barbarian might be one 's only hope .,,,,,UFS,CFS,,,0,0,,,,,1,Non-HS
31708648_1,239,i have always wanted to be a cop and will become one its only the bad anti skinhead cops that piss me off.I think being a cop is one of the best WN jobs in the fact that your cleaning up the streets,I have always wanted to be a cop and will become one,your cleaning up the streets as a cop,its only the bad anti skinhead cops that piss me off,I think being a cop is one of the best WN jobs,,,UFS,CFS,NFS,CFS,0,0,0,0,,,,Non-HS
30773823_1,240,"that sounds like hippyism. im not leaving my children 's values up for grabs. as ive said before , if parents dont feel their children 's heads with good things then the pc patrol will definitely feel their heads with bad things .",if parents dont feel their children 's heads with good things then the pc patrol will definitely feel their heads with bad things .,that sounds like hippyism,, im not leaving my children 's values up for grabs,,,CFS,NFS,,NFS,0,0,,0,,,,Non-HS
30560340_1,241,"They do this with criminals who ought to be in jail , they put tracking bracelets on them and the smart ones cut them off before they rape and rob , the dumb ones do n't care and just leave them on .",Criminals who ought to be in jail are often given tracking bracelets.,Smart criminals will cut off their tracking bracelets before committing a crime.,Dumb criminals do not care about the tracking bracelets and leave them on.,,,,CFS,CFS,CFS,,0,0,0,,,,1,Non-HS
13862381_1,242,the younger limerick crowd say the gangs from moyross are in regular fights with the poles they go around in tens and when they meet all hell breaks lose its very like in east germany with the poles and working class irish .,The younger limerick crowd say the gangs from moyross are in regular fights with the poles.,The gangs from moyross and the poles go around in tens.,"When the gangs from moyross and the poles meet, all hell breaks loose",The situation is very similar to what happens in East Germany with the poles and working class Irish.,,,CFS,CFS,CFS,CFS,0,0,0,0,,,1,Non-HS
13285404_1,243,"Amazing how 5 young bucks can break in to a little girls home , beat the child half to death before killing her and we are expected to believe that they did n't take turns at her while before finally killing her ...","5 young bucks broke into a little girl's home, beat the child half to death before killing her ",,, we are expected to believe that they did n't take turns at her while before finally killing her ...,,,CFS,,,CFS,0,,,0,,,,Non-HS
30504346_1,244,Before I became a Christian when I was a big fan of heavy metal I liked Old lead singer of Gathering Old female singer of Tristania ( my favorite ) 80 's pop was all pretty good too Cyndi Lauper Sanda Kim Wilde,"Before becoming a Christian, I was a big fan of heavy metal",I liked Old lead singer of Gathering Old female singer of Tristania ( my favorite ),80 's pop was all pretty good too Cyndi Lauper Sanda Kim Wilde,,,,UFS,UFS,CFS,,0,0,0,,,,1,Non-HS
13505642_1,245,"Yeah, Swamp soccer is the real sport ... beer , naked men , men in flower dresses Actually , I was planning to attend with a girl team one year ... unfortunately it didn ´ t happen YouTube - Swamp Soccer - Finland","Swamp soccer is the real sport ... beer , naked men , men in flower dresses ", I was planning to attend with a girl team one year,unfortunately it didn ´ t happen,,,,CFS,UFS,UFS,,0,0,0,,,,1,Non-HS
14055875_1,246,"Many tribes had their own `` local '' gods ( and spirits , demons , creatures , etc. ) , yes , but they were usually `` lesser '' gods and the main Slavic pantheon was more or less the same everywhere .","Many tribes had their own `` local '' gods ( and spirits , demons , creatures , etc. )",they were usually `` lesser '' gods and the main Slavic pantheon was more or less the same everywhere .,,,,,CFS,CFS,,,0,0,,,,,1,Non-HS
13510135_4,247,"http://www.azcentral.com/news/articl...glary1219.html = = = = = = = = = = = = About 10 p.m. Dec. 9 , police were called to Ed 's Fish and Chips , 306 N. Central Ave. , for a reported armed robbery , police said .","http://www.azcentral.com/news/articl...glary1219.html = = = = = = = = = = = = About 10 p.m. Dec. 9 , police were called to Ed 's Fish and Chips , 306 N. Central Ave. , for a reported armed robbery , police said .",,,,,,CFS,,,,0,,,,,,1,Non-HS
30626246_1,248,The Christian culture still engages in human sacrifices on a daily basis - let 's take a look at some of their ritual practices : [ IMG ] http://torture.justsick * * * * .com/wp-content/uploads/2007/10/butter-electric-chair-botched.jpg [ /IMG ] Another sacrifical victim is dispatched .....,The Christian culture engages in human sacrifices on a daily basis.,Another sacrifical victim is dispatched .....,,let 's take a look at some of their ritual practices : [ IMG ] http://torture.justsick * * * * .com/wp-content/uploads/2007/10/butter-electric-chair-botched.jpg [ /IMG ],,,CFS,CFS,,CFS,1,0,,0,,,,Non-HS
13446370_1,249,It is that whole thing about Standard of living being the most important thing in peoples lives and what they strive for and base their self worth and the worth of others on that is a huge obstacle we need to overcome .,It is that whole thing about Standard of living being the most important thing in peoples lives,they strive for and base their self worth and the worth of others on that,,it is a huge obstacle we need to overcome .,,,CFS,CFS,,CFS,0,0,,0,,,,Non-HS
30471819_1,250,"While it is hard to compete with the success of the white nationalist front under supreme chairman Goudreau , There are groups and a community here that is working to build up a local movement based on positive activism and friendly gatherings .",it is hard to compete with the success of the white nationalist front under supreme chairman Goudreau.,There are groups and a community here that is working to build up a local movement based on positive activism and friendly gatherings .,,,,,CFS,CFS,,,0,0,,,,,1,Non-HS
31766264_3,251,I was looking at it the other day and I realized that most kids that probably get this go through and get to check every single club on the back ... I have n't been in one club or group in school .,"I was looking at it the other day and I realized that most kids that probably get this, go through and get to check every single club on the back",I have n't been in one club or group in school.,,,,,UFS,UFS,,,0,0,,,,,1,Non-HS
30654889_1,252,"I need to dust these off and get them back in my work out routine ... it gives you a feeling of purpose to do these , it helps you connect and relate to the folks they 're named in honor of .","it gives you a feeling of purpose to do these , it helps you connect and relate to the folks they 're named in honor of .",,,I need to dust these off and get them back in my work out routine.,,,NFS,,,NFS,0,,,0,,,,Non-HS
31787508_1,253,I'm not sure if you all have heard of this before or not but the other day my friend told me that he heard soon the government will require us to have an ID chip put under our skin on our hand .,I'm not sure if you all have heard of this before or not but the other day my friend told me that he heard soon the government will require us to have an ID chip put under our skin on our hand .,,,,,,CFS,,,,0,,,,,,1,Non-HS
30498223_1,254,"Hubble View of Eris and Dysnomia This is an image of the dwarf planet Eris ( center ) and its satellite Dysnomia ( at 9 o' clock position ) taken with NASA 's Hubble Space Telescope on Aug. 30 , 2006 .","Hubble View of Eris and Dysnomia This is an image of the dwarf planet Eris ( center ) and its satellite Dysnomia ( at 9 o' clock position ) taken with NASA 's Hubble Space Telescope on Aug. 30 , 2006 .",,,,,,CFS,,,,0,,,,,,1,Non-HS
14034844_1,255,"hello all , i have just found this site by accident and after reading lots of the posts i felt i had to join , my husband and i will be proud to be voting BNP as usual in the nxt election","hello all , i have just found this site by accident and after reading lots of the posts i felt i had to join",,,my husband and i will be proud to be voting BNP as usual in the nxt election,,,NFS,,,NFS,0,,,0,,,,Non-HS
14299563_1,256,"Anyone who has not visited the PLE-UK web site for some time is invited to return , as there 's a new introduction there on how `` The history of Britain is the history of those who held living space . ''",The PLE-UK web site has a new introduction.,The new introduction is about the history of Britain.,The history of Britain is the history of those who held living space.,Anyone who has not visited the PLE-UK web site for some time is invited to return,,,CFS,CFS,CFS,NFS,0,0,0,0,,,,Non-HS
13449504_1,257,I just want to add that no matter what a person 's class or character I will always give a white person the benefit of `` coming right '' before I reject them as `` wiggers '' or `` white trash '',A person's class or character should not determine how they are treated.,"White people should be given the benefit of the doubt before being rejected as ""wiggers"" or ""white trash"".",,,,,NFS,NFS,,,0,0,,,,,1,Non-HS
12876357_2,258,Here is another revealing one for the mass brainwashed population : Obama 's mother is a white-trash Obama 's father was married already Obama is a bastard child all correct ! [ youtube ] http://www.youtube.com/watch ? v = sxKpdxiXKgY [ /youtube ],Obama's mother is a white-trash,Obama's father was already married,Obama is a bastard child,The mass population has been brainwashed,,,NFS,CFS,NFS,CFS,0,0,0,0,,,,Non-HS
30801995_2,259,For analogy : you put feces in your soup you put water in your cars gasoline tank you feed your livestock poison You water your plants with salty water Giving your kids FAS You do n't need to punish these people .,Putting feces in soup is like putting water in a car's gasoline tank.,Feeding livestock poison is like watering plants with salty water.,,Giving kids FAS is unnecessary punishment.,,,NFS,NFS,,CFS,0,0,,0,,,,Non-HS
30392180_5,260,"The big black females where shouting `` We want REAL teachers for our chilrens , we do n't want dem blacks you ben sendin us , we want REAL teachers jus like yo got in dem white people 's schools ! ''",The big black females want real teachers for their children.,They do not want the black teachers that have been sent to them.,They want real teachers like the ones in white people's schools.,,,,CFS,CFS,CFS,,1,0,0,,,,1,Non-HS
14669384_4,261,"The saddest figure in the apartment complex where I live ( thank GOD I 'm moving next month !!! ) is a fat , blowzy white woman with two mixed race kids whose husband ran out on the family years ago .","The saddest figure in the apartment complex is a fat, blowzy white woman with two mixed race kids.",The woman's husband ran out on the family years ago.,thank GOD I 'm moving next month !!!,,,,UFS,UFS,NFS,,0,0,0,,,,1,Non-HS
13511105_4,262,"Robinson ended up hawking the cannon to Top Paid Scrap , a salvage company in the 13000 block of Chef Menteur Highway in eastern New Orleans , according to a New Orleans police report filed in conjunction with Robinson 's arrest .","Robinson ended up hawking the cannon to Top Paid Scrap , a salvage company in the 13000 block of Chef Menteur Highway in eastern New Orleans , according to a New Orleans police report filed in conjunction with Robinson 's arrest .",,,,,,CFS,,,,0,,,,,,1,Non-HS
14429993_1,263,"I'm trying to contact individuals interested in joining together and coordinating their efforts on a National/worldwide scale , the web site to go to for more info is Pro White Action Group click on the special events link for contact information .",I'm trying to contact individuals interested in joining together and coordinating their efforts on a National/worldwide scale ,the web site to go to for more info is Pro White Action Group click on the special events link for contact ,,,,,UFS,UFS,,,0,0,,,,,1,Non-HS
30488228_3,264,"Nevertheless , Regency and Victorian era reports abound of dogs who wasted away at their master s graves , cats who refused to eat or drink upon the death of their mistress , and even a pet monkey who committed suicide .","Regency and Victorian era reports abound of dogs who wasted away at their master s graves , cats who refused to eat or drink upon the death of their mistress , and even a pet monkey who committed suicide .",,,,,,CFS,,,,0,,,,,,1,Non-HS
13554596_1,265,"Advance Auto Parts on their store poster features a black male and white female counter clerks.One of the most widespread examples of race mixing is your local and national news anchor teams , almost always a black male and white female .",Advance Auto Parts features a black male and white female as counter clerks on their store poster.,"One of the most widespread examples of race mixing is your local and national news anchor teams , almost always a black male and white female",,,,,CFS,,,,0,,,,,,1,Non-HS
31721294_1,266,you gotta stand up for yourself you cant just sit back and take their * * * * but on the other hand you cant go out looking for it either but if it comes down to a fight dont back down,you gotta stand up for yourself you cant just sit back and take their * * * *,on the other hand you cant go out looking for it either,if it comes down to a fight dont back down,,,,NFS,NFS,NFS,,0,0,0,,,,1,Non-HS
14417871_1,267,"Why not have it so every flyer has all the White languages on it ( in small print ) , yet have their native language in large print once on the top of the other translations , then once below it .",Flyers should have all White languages on them.,Native language should be in large print.,Other translations should be in small print.,Native language should be on top of other translations.,,,NFS,NFS,NFS,NFS,0,0,0,0,,,1,Non-HS
30704903_5,268,"I have an image in my mind of the soaring vault rising and disappearing into the gray-white silence , the niches in the salt walls where the saints dwelled , the few points of lambent gold glimmering feebly on the altar .","I have an image in my mind of a soaring vault, niches in salt walls, and points of gold on an altar.",The vault rises and disappears into a gray-white silence.,The saints dwell in the niches on the salt walls.,The points of gold on the altar glimmer feebly.,,,UFS,UFS,UFS,UFS,0,0,0,0,,,1,Non-HS
14413853_1,269,"You do not have to wait for this law to pass since already you would be expelled from your school for doing the above under some sort of hostile school environment clause , as you would at most places of work .",The law has not yet passed.,You would be expelled from your school for doing the above.,There is a hostile school environment clause.,The same consequences would apply at most places of work.,,,CFS,CFS,CFS,CFS,0,0,0,0,,,1,Non-HS
14065492_1,270,"have you been in studentski grad in Sofia , you should go and see young student girls from FYROM geting down with Bulgarians serbs and albanians get ur booty too VIKI RALEVA VELIKI BRAT ПС.ВО КУМАНОВО СЕКОЈА ВТОРА Е СО СИПТАР ХАХА",have you been in studentski grad in Sofia? young student girls from FYROM are geting down with Bulgarians serbs and albanians,,,you should go and see get ur booty too,,,CFS,,,NFS,0,,,0,,,,Non-HS
31712652_1,271,"You can have a high I.Q. and still have friends , i mean i ai n't a doctor or anything but i 've still got a decent i.q and i have like half my year as friends ( except all foreigners )",You can have a high I.Q. and still have friends,i ai n't a doctor or anything but i 've still got a decent i.q and i have like half my year as friends ( except all foreigners ),,,,,CFS,,,NFS,0,,,0,,,1,Non-HS
13503685_1,272,"Justin Butler , 28 , and Briana Adams , 21 ( coalburner ) , each face a criminal abuse charge after police say the couple 's infant child was found with six healing rib fractures and a broken femur http://www.lex18.com/news/couple-fac ... with-injuries/","Justin Butler , 28 , and Briana Adams , 21 ( coalburner ) , each face a criminal abuse charge",police say the couple 's infant child was found with six healing rib fractures and a broken femur http://www.lex18.com/news/couple-fac ... with-injuries/,,,,,CFS,CFS,,,0,0,,,,,1,Non-HS
13590897_1,273,"From what I 've read , Bokmal is used in newspapers , official documents , and spoken in the big cities while Riksmal is rural and spoken in the small towns and in the country. ( IF I remember correctly ) .","Bokmal is used in newspapers , official documents , and spoken in the big cities",Riksmal is rural and spoken in the small towns and in the country.,,,,,CFS,CFS,,,0,0,,,,,1,Non-HS
30608946_4,274,"There was a crooked man who walked a crooked mile , he kept a crooked cat in a crooked house for style , he gave a crooked smile in a crooked-minded way , to anyone who suffered on this atrabilious day .",There was a crooked man who walked a crooked mile,he kept a crooked cat in a crooked house for style ,he gave a crooked smile in a crooked-minded way,The man gives a crooked smile to anyone who suffers on this atrabilious day.,,,UFS,UFS,UFS,UFS,0,0,0,0,,,1,Non-HS
13503127_2,275,"Jacksonville police said Brian Williams broke into the home on Braddock Road while the family was out of town and baked brownies , drank orange juice , surfed porn websites and loaded up the victim 's car with bottles of liquor .",Jacksonville police said Brian Williams broke into the home on Braddock Road,"the family was out of town and baked brownies , drank orange juice , surfed porn websites and loaded up the victim 's car with bottles of liquor .",,,,,CFS,CFS,,,0,0,,,,,1,Non-HS
13477287_1,276,"Well I could give you another word for the female version of that part of the anatomy it begins with a C ends with a T and has the letters UN in between , but the language filters wo n't let me",I could give you another word for the female version of that part of the anatomy,it begins with a C ends with a T and has the letters UN in between,the language filters wo n't let me,,,,NFS,NFS,NFS,,0,0,0,,,,1,Non-HS
32387483_1,277,"We know , but Trump 's kids are all married to or dating Jews and he 's expressed his full support of thelgbt community and gay marriage even if he is not out waving the fag rag in fag pride parades .",Trump's kids are all married to or dating Jews.,Trump's expressed his full support of thelgbt community and gay marriage.,Trump does not participate in fag pride parades.,,,,CFS,CFS,CFS,,0,0,0,,,,1,Non-HS
14014774_1,278,"I grew up in small town Southern N.B for a good half of my life , in a region called Kings County , it was 100 % white except for literally 3 black people , and they never mixed with whites ..","I grew up in small town Southern N.B for a good half of my life , in a region called Kings County , ","it was 100 % white except for literally 3 black people , and they never mixed with whites ..",,,,,UFS,CFS,,,0,0,,,,,1,Non-HS
14438853_1,279,"I came here to find out why such a small population living on a small area of the planet , constantly ravaged by war and instability managed to become the opitomy of progress and civilisation and eventually rule the world .",Small population living on a small area of the planet,Constantly ravaged by war and instability,Managed to become the epitome of progress and civilization,Eventually ruled the world,,,CFS,CFS,NFS,CFS,0,0,0,0,,,1,Non-HS
13466464_1,280,"The Legacy of Dr. William Pierce I know Hadding and Will Williams and others are working hard on this project to bring articles written by Dr. Pierce from the printed page to being put online , for all to read .",Hadding and Will Williams and others are working hard on this project.,"They bring articles written by Dr. Willian Pierce from the printed page to being put online, for all to read .",,,,,CFS,CFS,,,0,0,,,,,1,Non-HS
30793082_1,281,I think its a bad thing to do and possibly harmful to the baby but I do n't think anyone besides the mother and the father of the baby should have a say so in if she quits or not .,It is a bad thing to do and possibly harmful to the baby.,,,Only the mother and father of the baby should have a say in whether she quits or not.,,,NFS,,,NFS,0,,,0,,,,Non-HS
13510135_3,282,"Anthony DeShawn Washington , 18 , of Avondale , and Jonathan Anthony Gutierrez , 18 , of Tolleson , were booked on felony counts of burglary , theft of a means of transportation and criminal trespassing , Avondale police said .","Anthony DeShawn Washington, 18, and Jonathan Anthony Gutierrez, 18, were arrested by Avondale police.","They were charged with felony counts of burglary, theft of a means of transportation, and criminal trespassing.",,,,,CFS,CFS,,,0,0,,,,,1,Non-HS
13864523_1,283,"http://www.belfasttelegraph.co.uk/ne...p?story=655156 And the usual loyalist reaction and freedom to Nationalists is to attack the Harryville Catholic Church and hold pickets while people pray inside if the parade goes ahead , and give abuse and threaten and attack Catholics in Ballymena .",The usual loyalist reaction to Nationalists is to attack the Harryville Catholic Church.,Loyalists hold pickets while people pray inside if the parade goes ahead.,Loyalists give abuse and threaten and attack Catholics in Ballymena.,,,,CFS,CFS,CFS,,0,0,0,,,,1,Non-HS
30760103_1,284,"That kid is probably going to get some disease from laying with his face on the floor of a supermarket like that , or some good doer will call he cops and he could get put in a foster home .",The kid is laying with his face on the floor of a supermarket.,Laying on the floor of a supermarket can lead to getting a disease.,A good doer may call the cops.,The kid could get put in a foster home if a good doer calls the cops.,,,CFS,CFS,NFS,NFS,0,0,0,0,,,,Non-HS
14027787_1,285,It's from mid day Saturday untill the sunday morning but on the Sunday morning if enough want to stay on for the day we 'll see about putting on some ballads & holding a few extra events through the day .,It's from mid day Saturday untill the sunday morning,on the Sunday morning if enough want to stay on for the day we 'll see about putting on some ballads & holding a few extra events through the day .,,,,,NFS,NFS,,,0,0,,,,,1,Non-HS
14063221_1,286,"Yes but difference is that Putin is still in charge and Jews have to behave , while on other picture Jewess Albright is in charge and is there to give orders to Ukraine , so you ca n't really compare .",Yes but difference is that Putin is still in charge and Jews have to behave,while on other picture Jewess Albright is in charge and is there to give orders to Ukraine,,you ca n't really compare .,,,CFS,CFS,,NFS,0,0,,0,,,,Non-HS
30504383_1,287,"Australian here too , 1/4 Irish , 1/4 English , 1/4 Greek , 1/4 Latvian , 100 % white and damn proud of it too , plus my grandfather was is the ss Latvian legion which I feel was awesome .","Australian here too, 1/4 Irish , 1/4 English , 1/4 Greek , 1/4 Latvian , 100 % white",my grandfather was is the ss Latvian legion which I feel was awesome .,,damn proud of it too ,,,CFS,UFS,,NFS,0,0,,0,,,,Non-HS
13498011_1,288,nobody said I like him and I dont see the reason to like him to be honest WE HAVE ENOUGH CULTURAL HERITAGE FOR HUNDREDS OF GENERATIONS WE SHOULD BE PROUD OF WHAT WE DID NOT OF WHAT SOME AUSTRIAN DID !!!,nobody said I like him and I dont see the reason to like him to be honest,WE HAVE ENOUGH CULTURAL HERITAGE FOR HUNDREDS OF GENERATIONS,,WE SHOULD BE PROUD OF WHAT WE DID NOT OF WHAT SOME AUSTRIAN DID !!!,,,NFS,NFS,,NFS,0,0,,0,,,,Non-HS
31770244_2,289,"I note one of your other posts was worried because of the delay in your posts showing up - don ; ' t worry about it , it 's just that we have to check your stuff while you are new",I note one of your other posts was worried because of the delay in your posts showing up,"don ; ' t worry about it , it 's just that we have to check your stuff while you are new",,,,,NFS,NFS,,,0,,0,,,,1,Non-HS
31767429_1,290,"Actually TV can be used wisely by watching some history , discovery , tlc and other stations like that.Of course all sitcoms are wolves dressed in sheeps clothing.By that I mean jewish propaganda masqueraded as `` reality '' , lololo .","TV can be used wisely by watching some history, discovery, tlc and other stations like that.",All sitcoms are wolves dressed in sheeps clothing.,,"jewish propaganda masqueraded as `` reality '' , lololo .",,,CFS,CFS,,CFS,0,0,,1,,,,Non-HS
13856778_1,291,"just heard on the radio , that the local council have decided to give in and they have all been housed in emergency accomodation with the promise of a house on the a new social housing development in that area .",The local council has decided to give in.,they have all been housed in emergency accomodation ,There is a promise of a house on the a new social housing development in that area .,,,,CFS,CFS,CFS,,0,0,0,,,,1,Non-HS
30500254_6,292,"I also do n't want harassment in real life , which is why I keep my views limited , so I do n't want my daughter saying things like `` My parents do n't want me playing with blacks '' .",I also do n't want harassment in real life ,I do n't want my daughter saying things like `` My parents do n't want me playing with blacks '' .,,which is why I keep my views limited,,,NFS,NFS,,NFS,0,0,,0,,,,Non-HS
31757261_1,293,"Well i have changed my Signature , i think it was stupid i was forced to do so just because some people dont like what i have to say , but i do hope my new one is acceptable. : attack",I have changed my Signature.,i was forced to do,i think it was stupid i was forced to do so just because some people dont like what i have to say,,,,UFS,UFS,NFS,,0,0,0,,,,1,Non-HS
30659678_8,294,I can hit a paper plate at 100 yards or hole a 5 gallon steel pail of roofing tar at 25 yards ... It is my `` brush gun '' during blackpowder deer season or when going after feral hogs .,I can hit a paper plate at 100 yards or hole a 5 gallon steel pail of roofing tar at 25 yards.,,,It is my `` brush gun '' during blackpowder deer season or when going after feral hogs .,,,UFS,,,NFS,0,,,0,,,1,Non-HS
14434191_2,295,"I wonder how many young Whites pick up pro-WN ideas , but then after watching Romper Stomper or some old Springer episode see that negative image of WNs and decide thay they do n't want anything to do with us .",Many young Whites may pick up pro-WN ideas.,after watching Romper Stomper or some old Springer episode see that negative image of WNs,,decide thay they do n't want anything to do with us .,,,CFS,NFS,,NFS,0,0,,0,,,1,Non-HS
14667003_2,296,"There are assimilated Gypsies , Tats , Udins , Talysh , etc among Arme nians just like u have assimilated Tatars ... but Most Armenians look like this , especially Western Armenians , victims of Genocide which u mention here ...","There are assimilated Gypsies, Tats, Udins, Talysh, etc among Armenians.",you have assimilated Tatars ,"Most Armenians look like this , especially Western Armenians",Western Armenians are victims of Genocide.,,,CFS,UFS,CFS,CFS,0,0,0,0,,,1,Non-HS
30525151_1,297,So do you actually meet the people that you let join and start a chapter or are you just trusting that an anti would n't sign up so that you start directing people to them to get jumped or whatever ?,So do you actually meet the people that you let join and start a chapter?,or are you just trusting that an anti would n't sign up,you start directing people to them to get jumped or whatever ?,,,,NFS,NFS,NFS,,0,0,0,,,,1,Non-HS
30547130_1,298,"There is always the International Oil Patch , we know there is no Drugs , Booze , or Hookers there , and a different Country every few weeks Get your Divorce early , everyone gets one two to a customer .",There is always the International Oil Patch,"we know there is no Drugs , Booze , or Hookers there",a different Country every few weeks Get your Divorce early,everyone gets one two to a customer .,,,CFS,NFS,CFS,CFS,0,0,0,0,,,,Non-HS
13857173_1,299,"I wasnt going to bother with this thread but I am rapidly coming to the conclusion you can , t read we are NOT C18 , we have nothing to do with them ...... look at post #13 for Christ sake",I was not going to bother with this thread,I am rapidly coming to the conclusion that you cannot read.,We are not C18,Look at post #13 for Christ's sake,,,NFS,NFS,NFS,NFS,0,0,0,0,,,,Non-HS
13482315_1,300,A former accountant for retailer American Apparel Inc. has filed a wrongful termination suit against the company alleging that he was fired after refusing requests from Chief Executive jew Dov Charney to inflate figures on the company 's balance sheet .,A former accountant for retailer American Apparel Inc. has filed a wrongful termination suit,The suit alleges that the accountant was fired for refusing requests from CEO Dov Charney.,The requests were to inflate figures on the company's balance sheet.,,,,CFS,CFS,CFS,,0,0,0,,,,,Non-HS
30421628_1,301,There have been court cases for asylum by white South Africans in Canada that the South African government has spent millions fighting ... though they have not spent a cent on the 300 asylum applications by blacks in the US ...,There have been court cases for asylum by white South Africans in Canada,the South African government has spent millions fighting,though they have not spent a cent on the 300 asylum applications by blacks in the US ...,,,,CFS,CFS,CFS,,0,0,0,,,,,Non-HS
14294840_1,302,Yea thanks for the information as I said in my P.M I actully knew nothing of the squatting movement back then and always thought that in modern times it had always been the preserve of small groups of extreme anarchists .,in my P.M I actully knew nothing of the squatting movement back,always thought that in modern times it had always been the preserve of small groups of extreme anarchists .,,,,,NFS,NFS,,,0,0,,,,,,Non-HS
14093667_1,303,"these are two pictures of me , l am a proud Croatian redneck , l drink rakija , eat lamb and get in fights as often as l can and l go to the gym once a week , yihaa !!!!!!",I am a Croatian redneck.,"I drink rakija, eat lamb, and get in fights as often as I can.",I go to the gym once a week,I am proud of these.,,,UFS,UFS,UFS,NFS,0,0,0,0,,,,Non-HS
31742006_1,304,thanks and i will continue to come back. does anyone know of some good bands to listen too ? i got several at the moment that i really like but it would be good to have some more . .. casper,does anyone know of some good bands to listen too ? i got several at the moment that i really like but it would be good to have some more ,,,,,,NFS,,,,0,,,,,,,Non-HS
14032738_2,305,"More broadly , of course I wish to see white countries get-on with each other but if it came down to a choice between my country 's interests and those of another white country I would put my own first .","More broadly , of course I wish to see white countries get-on with each other",if it came down to a choice between my country 's interests and those of another white country I would put my own first.,,,,,NFS,NFS,,,0,0,,,,,,Non-HS
14416495_1,306,"i have tried many times to try to explain to people why they should be a wn and they dont want to listen , does anyone know any tactics to where i might be able to get them to understand .",I have tried many times to explain to people why they should be a wn.,They don't want to listen.,, does anyone know any tactics to where i might be able to get them to understand .,,,NFS,NFS,,NFS,0,0,,0,,,,Non-HS
13561010_1,307,The small Janj River The Una River by Novi Grad The Tara River in Republic of Srpska The Sava River near the town of Srpski Brod Vrbas river The Lake of Nevesinje The Neretva River in Republic of Srpska Izvor Sipovo,The small Janj River is located in the Republic of Srpska.,The Una River runs through the town of Novi Grad.,The Tara River is situated in the Republic of Srpska.,The Neretva River is located in the Republic of Srpska.,,,CFS,CFS,CFS,CFS,0,0,0,0,,,1,Non-HS
13618944_2,309,`` Nargaroth - The Day Burzum Killed Mayhem '' heheh ) either though * shrug * Scandinavia really is a black metal heaven but there 're many great bands on the outside which too are a Pride of their countries 11,Scandinavia really is a black metal heaven ,there 're many great bands on the outside which too are a Pride of their countries,,,,,CFS,CFS,,,0,0,,,,,1,Non-HS
30777602_1,310,"WE had lots of good times and parties too , but we also had a gourmet chef , tutors , massage thereapist , and a library of extra liturature from teaches such as copies of the upcoming tests , etc ..",WE had lots of good times and parties too,"but we also had a gourmet chef , tutors , massage thereapist , and a library of extra liturature from teaches such as copies of the upcoming tests , etc ..",,,,,UFS,UFS,,,,,,,,,1,Non-HS
30614170_1,312,"In my opinion , from my experience with the schools in my area , the teachers say it is not their job to break up a fight Im not saying this is right but its going on in many different areas","This may not be the right approach, but it is happening in various areas.",,,"In my opinion , from my experience with the schools in my area , the teachers say it is not their job to break up a fight",,,NFS,,,NFS,0,,,0,,,,Non-HS
